Mod:Item:MetaData, Localized Name
OpenComputers:item:25, Microchip (Tier 2)
OpenComputers:item:26, Microchip (Tier 3)
OpenComputers:item:82, Microcontroller Case (Tier 1)
OpenComputers:item:86, Microcontroller Case (Tier 2)
OpenComputers:item:90, Microcontroller Case (Creative)
OpenComputers:item:107, Nanomachines
OpenComputers:item:11, Network Card
OpenComputers:item:22, Numeric Keypad
OpenComputers:item:32, Printed Circuit Board (PCB)
OpenComputers:item:30, Raw Circuit Board
OpenComputers:item:66, Redstone Card (Tier 1)
OpenComputers:item:45, Server (Tier 1)
OpenComputers:item:46, Server (Tier 2)
OpenComputers:item:40, Server (Tier 3)
OpenComputers:item:69, Server (Creative)
OpenComputers:item:74, Tablet Case (Tier 1)
OpenComputers:item:92, Tablet Case (Tier 2)
OpenComputers:item:93, Tablet Case (Creative)
OpenComputers:item:41, Remote Terminal
OpenComputers:item:108, Terminal Server
OpenComputers:item:97, Texture Picker
OpenComputers:item:23, Transistor
OpenComputers:item:49, Angel Upgrade
OpenComputers:item:63, Battery Upgrade (Tier 1)
OpenComputers:item:64, Battery Upgrade (Tier 2)
OpenComputers:item:65, Battery Upgrade (Tier 3)
OpenComputers:item:62, Chunkloader Upgrade
OpenComputers:item:57, Card Container (Tier 1)
OpenComputers:item:58, Card Container (Tier 2)
OpenComputers:item:59, Card Container (Tier 3)
OpenComputers:item:54, Upgrade Container (Tier 1)
OpenComputers:item:55, Upgrade Container (Tier 2)
OpenComputers:item:56, Upgrade Container (Tier 3)
OpenComputers:item:14, Crafting Upgrade
OpenComputers:item:78, Database Upgrade (Tier 1)
OpenComputers:item:79, Database Upgrade (Tier 2)
OpenComputers:item:80, Database Upgrade (Tier 3)
OpenComputers:item:52, Experience Upgrade
OpenComputers:item:15, Generator Upgrade
OpenComputers:item:99, Hover Upgrade (Tier 1)
OpenComputers:item:100, Hover Upgrade (Tier 2)
OpenComputers:item:53, Inventory Upgrade
OpenComputers:item:61, Inventory Controller Upgrade
OpenComputers:item:85, Leash Upgrade
OpenComputers:item:36, Navigation Upgrade
OpenComputers:item:75, Piston Upgrade
OpenComputers:item:35, Sign I/O Upgrade
OpenComputers:item:34, Solar Generator Upgrade
OpenComputers:item:76, Tank Upgrade
OpenComputers:item:77, Tank Controller Upgrade
OpenComputers:item:67, Tractor Beam Upgrade
OpenComputers:item:110, Trading Upgrade
OpenComputers:item:13, Wireless Network Card
OpenComputers:item:84, Crecopter
OpenComputers:item:0, Microcontroller
OpenComputers:item:0, Creatix
OpenComputers:item:68, Tablet
OpenComputers:item:0, Hover Boots
OpenComputers:item:0, EEPROM (Lua BIOS)
OpenComputers:eeprom, EEPROM
OpenComputers:wrench, Scrench
OpenComputers:hoverBoots, Hover Boots
PneumaticCraft:plasticBucket, Plastic Bucket
PneumaticCraft:etchacidBucket, Etching Acid Bucket
PneumaticCraft:lpgBucket, LPG Bucket
PneumaticCraft:fuelBucket, Gasoline Bucket
PneumaticCraft:keroseneBucket, Kerosene Bucket
PneumaticCraft:dieselBucket, Diesel Bucket
PneumaticCraft:oilBucket, Oil Bucket
PneumaticCraft:lubricantBucket, Lubricant Bucket
PneumaticCraft:gpsTool, Aparelho de GPS
PneumaticCraft:machineUpgrade:0, Upgrade: Volume
PneumaticCraft:machineUpgrade:1, Upgrade: Ejetor
PneumaticCraft:machineUpgrade:2, Upgrade: Preservação de itens
PneumaticCraft:machineUpgrade:3, Upgrade: Rastreador de entidades
PneumaticCraft:machineUpgrade:4, Upgrade: Rastreador de blocos
PneumaticCraft:machineUpgrade:5, Upgrade: Velocidade
PneumaticCraft:machineUpgrade:6, Upgrade: Rastreador de itens
PneumaticCraft:machineUpgrade:7, Upgrade: Verificador de coordenadas
PneumaticCraft:machineUpgrade:8, Upgrade: Alcance
PneumaticCraft:machineUpgrade:9, Upgrade: Segurança
PneumaticCraft:ingotIronCompressed, Barra de Ferro Compresso
PneumaticCraft:pressureGauge, Medidor de pressão
PneumaticCraft:stoneBase, Base de pedra
PneumaticCraft:cannonBarrel, Tambor do canhão
PneumaticCraft:turbineBlade, Lâmina de turbina
PneumaticCraft:plasticPlant:0, Semente de Lula
PneumaticCraft:plasticPlant:1, Semente de fogo
PneumaticCraft:plasticPlant:2, Semente explosiva
PneumaticCraft:plasticPlant:3, Semente de Slime
PneumaticCraft:plasticPlant:4, Semente de chuva
PneumaticCraft:plasticPlant:5, Semente do Fim
PneumaticCraft:plasticPlant:6, Semente da tempestade
PneumaticCraft:plasticPlant:8, Semente atiradora
PneumaticCraft:plasticPlant:9, Semente de poção
PneumaticCraft:plasticPlant:10, Semente de repulsão
PneumaticCraft:plasticPlant:11, Semente de hélio
PneumaticCraft:plasticPlant:12, Semente de hélice
PneumaticCraft:plasticPlant:14, Semente propulsora
PneumaticCraft:plasticPlant:15, Semente voadora
PneumaticCraft:plastic:0, Black Plastic
PneumaticCraft:plastic:1, Red Plastic
PneumaticCraft:plastic:2, Green Plastic
PneumaticCraft:plastic:3, Brown Plastic
PneumaticCraft:plastic:4, Blue Plastic
PneumaticCraft:plastic:5, Purple Plastic
PneumaticCraft:plastic:6, Cyan Plastic
PneumaticCraft:plastic:8, Gray Plastic
PneumaticCraft:plastic:9, Pink Plastic
PneumaticCraft:plastic:10, Lime Plastic
PneumaticCraft:plastic:11, Yellow Plastic
PneumaticCraft:plastic:12, Light Blue Plastic
PneumaticCraft:plastic:14, Orange Plastic
PneumaticCraft:plastic:15, White Plastic
PneumaticCraft:airCanister, Cantil de ar
PneumaticCraft:vortexCannon, Canhão de Vortex
PneumaticCraft:pneumaticCilinder, Cilíndro pneumático
PneumaticCraft:pneumaticHelmet, Capacete pneumático
PneumaticCraft:manometer, Manômetro
PneumaticCraft:turbineRotor, Rotor de turbina
PneumaticCraft:assemblyProgram:0, Programa da Montadora: Broca
PneumaticCraft:assemblyProgram:1, Programa da Montadora: Laser
PneumaticCraft:assemblyProgram:2, Programa da Montadora: Broca e laser
PneumaticCraft:emptyPCB, Circuito Impresso vazio
PneumaticCraft:unassembledPCB, Circuito Impresso preparado
PneumaticCraft:pcbBlueprint, Projeto de Circuito
PneumaticCraft:transistor, Transistor
PneumaticCraft:capacitor, Capacitor
PneumaticCraft:printedCircuitBoard, Circuito Impresso
PneumaticCraft:failedPCB, Circuito corroído
PneumaticCraft:networkComponent:0, Sub-rotina de diagnóstico
PneumaticCraft:networkComponent:1, API de Rede
PneumaticCraft:networkComponent:2, Base de dados da Rede
PneumaticCraft:networkComponent:3, Porta ES da Rede
PneumaticCraft:networkComponent:4, Registro da Rede
PneumaticCraft:networkComponent:5, Nó da Rede
PneumaticCraft:stopWorm, Vírus - Congelar
PneumaticCraft:nukeVirus, Vírus - Nuke
PneumaticCraft:compressedIronGear, Engrenagem de Ferro Compresso
PneumaticCraft:pneumaticWrench, Desmontador pneumático
PneumaticCraft:drone, Drone
PneumaticCraft:advancedPCB, Circuito Impresso - Avançado
PneumaticCraft:remote, Remote
PneumaticCraft:seismicSensor, Seismic Sensor
PneumaticCraft:logisticsConfigurator, Logistics Configurator
PneumaticCraft:logisticFrameRequester, Logistic Requester Frame
PneumaticCraft:logisticFrameDefaultStorage, Logistic Default Storage Frame
PneumaticCraft:logisticFrameStorage, Logistic Storage Frame
PneumaticCraft:logisticFramePassiveProvider, Logistic Passive Provider Frame
PneumaticCraft:logisticFrameActiveProvider, Logistic Active Provider Frame
PneumaticCraft:logisticDrone, Logistic Drone
PneumaticCraft:gunAmmo, Gun Ammo
PneumaticCraft:amadronTablet, Amadron Tablet
PneumaticCraft:minigun, Minigun
PneumaticCraft:safetyTubeModule, Módulo - Tubo de segurança
PneumaticCraft:pressureGaugeModule, Módulo - Medidor de pressão
PneumaticCraft:flowDetectorModule, Módulo - Detector de fluxo
PneumaticCraft:airGrateModule, Módulo - Grade de ar
PneumaticCraft:regulatorTubeModule, Módulo - Tubo regulador
PneumaticCraft:chargingModule, Módulo - Carga
PneumaticCraft:logisticsModule, Logistics Module
PneumaticCraft:plasticElectronTube:0, Válvula Eletrônica de Plástico -Planta de Lula
PneumaticCraft:plasticElectronTube:1, Válvula Eletrônica de Plástico -Planta de fogo
PneumaticCraft:plasticElectronTube:2, Válvula Eletrônica de Plástico -Planta explosiva
PneumaticCraft:plasticElectronTube:3, Válvula Eletrônica de Plástico -Planta de Slime
PneumaticCraft:plasticElectronTube:4, Válvula Eletrônica de Plástico -Planta da chuva
PneumaticCraft:plasticElectronTube:5, Válvula Eletrônica de Plástico -Planta do Fim
PneumaticCraft:plasticElectronTube:6, Válvula Eletrônica de Plástico -Planta da tempestade
PneumaticCraft:plasticElectronTube:8, Válvula Eletrônica de Plástico -Planta atiradora
PneumaticCraft:plasticElectronTube:9, Válvula Eletrônica de Plástico -Planta de poção
PneumaticCraft:plasticElectronTube:10, Válvula Eletrônica de Plástico -Planta de repulsão
PneumaticCraft:plasticElectronTube:11, Válvula Eletrônica de Plástico -Planta de hélio
PneumaticCraft:plasticElectronTube:12, Válvula Eletrônica de Plástico -Planta de hélice
PneumaticCraft:plasticElectronTube:14, Válvula Eletrônica de Plástico -Planta propulsora
PneumaticCraft:plasticElectronTube:15, Válvula Eletrônica de Plástico -Planta voadora
PneumaticCraft:heatFrame, Heat Frame
ForgeMicroblock:sawStone, Serra de Pedra
ForgeMicroblock:sawIron, Serra de Ferro
ForgeMicroblock:sawDiamond, Serra de Diamante
ForgeMicroblock:stoneRod, Vara de Pedra
